id;id_line;plant;shop;date_of_validation;validation_result;visual_inspection;oem_checklist;cable_certification_for_relevant_cabling;number_of_profinet_devices;number_of_devices;additional_checks_for_frame_errors;number_of_scp;max_traffic_load_on_the_network;max_traffic_load_on_the_network_percent;max_profinet_traffic_load_on_the_network;max_profinet_traffic_load_on_the_network_percent;plc_count;rings_count
630;627;C;BODY;T002;PASS;;;N.A.;17;17;N.A.;1;5.772;2.886;5.641;2.8205;1;0
631;628;C;BODY;T002;PASS;;;N.A.;13;14;N.A.;1;5.156;2.578;5.156;2.578;1;0
632;629;C;BODY;T002;PASS;;;N.A.;5;6;N.A.;1;1.06;0.53;1.06;0.53;1;0
633;630;C;BODY;T002;PASS;;;N.A.;5;6;N.A.;1;1.06;0.53;1.06;0.53;1;0
634;631;C;BODY;T002;PASS;;;N.A.;11;11;N.A.;1;4.132;2.066;4.132;2.066;1;0
635;632;C;BODY;T002;PASS;;;PASS;53;65;YES - PASS;1;20.783;10.3915;20.324;10.162;2;1
636;633;C;BODY;T002;PASS;;;N.A.;10;9;N.A.;1;3.108;1.554;3.108;1.554;1;0
637;634;C;BODY;T002;PASS;;;N.A.;6;9;N.A.;1;3.109;1.5545;3.109;1.5545;1;0
638;635;C;BODY;T002;PASS;;;PASS;33;34;N.A.;1;8.837;4.4185;8.809;4.4045;1;1
639;636;C;BODY;T002;PASS;;;N.A.;11;12;N.A.;1;4.148;2.074;4.148;2.074;1;0
640;637;C;BODY;T002;PASS;;;PASS;63;63;N.A.;1;22.616;11.308;22.3;11.15;1;1
641;638;C;BODY;T002;PASS;;;N.A.;7;8;N.A.;1;2.092;1.046;2.092;1.046;1;0
642;639;C;BODY;T002;PASS;;;N.A.;17;18;N.A.;1;7.229;3.6145;7.229;3.6145;1;0
643;640;C;BODY;T002;PASS;;;PASS;57;62;N.A.;1;24.369;12.1845;23.764;11.882;1;1
644;641;C;BODY;T002;PASS;;;N.A.;9;10;N.A.;1;3.12;1.56;3.12;1.56;1;0
645;642;C;BODY;T002;PASS;;;N.A.;5;6;N.A.;1;1.064;0.532;1.064;0.532;1;0
646;643;C;BODY;T002;PASS;;;N.A.;9;10;N.A.;1;3.12;1.56;3.12;1.56;1;0
647;644;C;BODY;T002;PASS;;;N.A.;13;14;N.A.;1;5.176;2.588;5.176;2.588;1;0
648;645;C;BODY;T002;PASS;;;N.A.;5;6;N.A.;1;1.064;0.532;1.064;0.532;1;0
649;646;C;BODY;T002;PASS;;;PASS;137;139;N.A.;1;23.726;11.863;23.628;11.814;1;1
650;647;C;BODY;T002;PASS;;;PASS;120;121;YES -PASS;1;20.466;10.233;19.89;9.945;1;1
651;648;C;BODY;T002;PASS;;;N.A.;11;11;N.A.;1;4.132;2.066;4.132;2.066;1;0
